Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
32017,Flujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
32017,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32018,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32018,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32019,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32019,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32020,Flujo,PUIG PACO RABANE 2026,PACO RABANNE,RENTA,55257,"$6,353",70596,10943,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MODELO,Ciudad de México
32020,Contraflujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
32021,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32021,Contraflujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
32022,Flujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32022,Contraflujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55321,"$4,347",70662,11284,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,HOMBRE,Ciudad de México
32023,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32023,Contraflujo,BBVA PORTABILIDAD DE NOMINA 26,BBVA,RENTA,55327,"$2,742",70889,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,300 POR CADA AMIGO ,Ciudad de México
32024,Contraflujo,PUIG PACO RABANE 2026,PACO RABANNE,RENTA,55257,"$6,353",70596,10943,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,PRODUCTO,Ciudad de México
32025,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,LATAS,Ciudad de México
32025,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32026,Flujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
32026,Contraflujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
32027,Flujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32027,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32028,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32028,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32029,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55259,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32029,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32201,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32201,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32202,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32202,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
32401,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
32401,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32402,Flujo,AGRIFEN,PISALAK,RENTA,1689,"$7,264",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #7,AGRIFEN AGUA DE MAR LUB ACTIVE INFANTIL,Ciudad de México
32402,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
32403,Flujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
32403,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
32404,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
32404,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
33019,Flujo,DiDi / RIDES Zonas - planta fija,DIDI,RENTA,55409,"$3,965",70915,11131,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,MUJER Y NIÑA // HOMBRE EN SILLON ,Ciudad de México
33019,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33022,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33022,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33024,Flujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
33024,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33027,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33027,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55281,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,JUDEA,Ciudad de México
46410,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
46410,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
46411,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
46411,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33028,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33028,Contraflujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Ciudad de México
33029,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
33029,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
33031,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33031,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33032,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33032,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33035,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33035,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33036,Flujo,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,RENTA,1744,"$3,816",1465,9848,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Ciudad de México
33036,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
33037,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33037,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
33038,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33038,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55281,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,JUDEA,Ciudad de México
33039,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33039,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33040,Flujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33040,Contraflujo,EMBASA,HERDEZ,RENTA,55249,"$4,600",70850,10114,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,Bombas Grill,Ciudad de México
33041,Flujo,SPRING IN FASHION,SEARS,RENTA,1715,"$3,587",1404,11784,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,Chicos mezclilla,Ciudad de México
33041,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33042,Flujo,MMyT . EXPOSICIÓN: JUEGO LIMPIO,MUSEO MEMORIA Y TOLERANCIA,CORTESIA,55318,$0,70893,10635,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,JUEGO LIMPIO,Ciudad de México
33042,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33044,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Ciudad de México
33044,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33046,Flujo,EMBASA,HERDEZ,RENTA,55249,"$4,600",70850,10114,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,Bombas Grill,Ciudad de México
33046,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33047,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33047,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
33048,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33048,Contraflujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
33049,Flujo,AGRIFEN,PISALAK,RENTA,1689,"$7,264",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #7,AGRIFEN AGUA DE MAR LUB ACTIVE,Ciudad de México
33049,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33050,Flujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
33050,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55281,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,JUDEA,Ciudad de México
33051,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33051,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
33052,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33052,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33053,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33053,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33054,Flujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
33054,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33055,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33055,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
33057,Flujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55281,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,JUDEA,Ciudad de México
33057,Contraflujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33058,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33058,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33059,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33059,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33060,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33060,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,IN - RENTA (INTERCAMBIO),1714,"$3,587",1402,11231,IN-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,VENTA ESPECIAL SEMANA SANTA,Ciudad de México
33061,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33061,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33062,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33062,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55259,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33063,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33063,Contraflujo,NIDAL NESTLE,NIDO,RENTA,55387,"$3,360",70783,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Ciudad de México
33064,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33064,Contraflujo,GOOGLE,COPPEL,RENTA,1680,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,GOOGLE PIXEL 10a,Ciudad de México
33065,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33065,Contraflujo,SIIGO FISCAL 2026,SIIGO ASPEL,RENTA,1683,"$4,200",1409,11801,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,SIIGO FISCAL 2026,Ciudad de México
33066,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33066,Contraflujo,LENCERIA,COPPEL,RENTA,1733,"$3,092",1466,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #7,LENCERIA,Ciudad de México
33068,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
33068,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33056,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
33056,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33085,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33085,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33201,Flujo,AMAZON PLANTA FIJA 6 A 26,AMAZON,RENTA,1687,"$2,856",1432,11369,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,"AHORRA EN GRANDE, SONRÍE EN GRANDE",Ciudad de México
33201,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33202,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33202,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
33203,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,RESPONSABILIDAD,Ciudad de México
33203,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34002,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,SARAMPION,Ciudad de México
34002,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34004,Flujo,CDMX,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,55419,$0,70920,10257,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PELOTA,Ciudad de México
34004,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34005,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34005,Contraflujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
34006,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
34006,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
