Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
1109,Flujo,MUSEO DE CERA,GRUPO MUSICAL CAÑAVERAL,RENTA,1674,"$2,120",1461,10636,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1109,Contraflujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1112,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1112,Contraflujo,UNIVERSAL MICHAEL JACKSON,UNIVERSAL PICTURES,RENTA,55252,"$3,355",70768,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,BAD,Ciudad de México
1113,Contraflujo,PUIG PACO RABANE 2026,PACO RABANNE,RENTA,55257,"$6,353",70596,10943,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,PRODUCTO,Ciudad de México
1115,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
1115,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
1116,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1116,Contraflujo,COSTA COFFE,COSTA COFFE,RENTA,1711,"$4,950",1394,11799,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,COSTA COFFE,Ciudad de México
1117,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1117,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55347,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,IPHONE 17,Ciudad de México
1118,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1118,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1119,Flujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1119,Contraflujo,BONAFONT CELEBRIDADES 26,BONAFONT,RENTA,55428,"$4,000",70836,11447,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1120,Flujo,MUSEO DE CERA,GRUPO MUSICAL CAÑAVERAL,RENTA,1674,"$2,120",1461,10636,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1120,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
1121,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1121,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1122,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1122,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1912C,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1912C,Contraflujo,SABRITAS MUNDIAL,SABRITAS,RENTA,55348,"$4,015",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,SABRITAS GANADORES,Ciudad de México
1328,Flujo,MUSEO DE CERA,GRUPO MUSICAL CAÑAVERAL,RENTA,1674,"$2,120",1461,10636,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1328,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1329,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1240,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1703,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1240,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1703,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1303,Flujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1303,Contraflujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
1304,Flujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1304,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
1305,Flujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
1305,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1306,Flujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1306,Contraflujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
1307,Flujo,EMBASA,HERDEZ,RENTA,55435,"$4,600",70925,10114,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,EMBASA ,Ciudad de México
1307,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55401,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,PERIÓDICO ABIERTO,Ciudad de México
1308,Flujo,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,RENTA,1744,"$3,816",1465,9848,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Ciudad de México
1308,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1309,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,POWERADE TAPAS DORADAS,Ciudad de México
1310,Flujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
1310,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
1311,Flujo,TENA,TENA,RENTA,1698,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,TENA PAQUETE,Ciudad de México
1311,Contraflujo,UNIVERSAL MICHAEL JACKSON,UNIVERSAL PICTURES,RENTA,55252,"$3,355",70768,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,BAD,Ciudad de México
1330,Flujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
1330,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1313,Flujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1313,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1331,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1331,Contraflujo,SABA,SABA,RENTA,1700,"$4,200",1300,11432,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,SABA ULTRAINVISIBLE,Ciudad de México
1315,Flujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1315,Contraflujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
1316,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1316,Contraflujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
1317,Contraflujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55379,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,CCXP,Ciudad de México
1318,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1690,"$3,632",1376,10460,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1239,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1239,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1202,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1202,Contraflujo,SOL MEZCLAS,HEINEKEN,RENTA,55338,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,MANGOYADA ,Ciudad de México
1203,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55401,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,MUJER AMARILLO  TAYLOR SONRISA,Ciudad de México
1203,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1703,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1204,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55324,"$2,742",70837,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,PB DIVIDIR GASTOS,Ciudad de México
1204,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1205,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1205,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1206,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1206,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1238,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1703,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1238,Contraflujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1208,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55401,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,HOMBRE MORGAN,Ciudad de México
1208,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55401,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,CHICA RETROVISOR,Ciudad de México
1209,Flujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
1209,Contraflujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
1210,Flujo,SOL MEZCLAS,HEINEKEN,RENTA,55338,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,MANGOYADA ,Ciudad de México
1210,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55347,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,AT&T PREPAGO,Ciudad de México
1207,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,LATAS,Ciudad de México
1207,Contraflujo,SABRITAS MUNDIAL,SABRITAS,RENTA,55348,"$4,015",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,"SABRITAS 38,00 PREMIOS",Ciudad de México
1237,Flujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1237,Contraflujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1244,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55401,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,PERIÓDICO ABIERTO,Ciudad de México
1244,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1214,Flujo,TEQUILA 1800,JOSE CUERVO TRADICIONAL,RENTA,55261,"$4,741",70829,10396,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,TEQUILA 1800,Ciudad de México
1214,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1215,Flujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1215,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1216,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55264,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESCAFE CLASICO ,Ciudad de México
1216,Contraflujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55426,$0,70830,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,Tecate emblema,Ciudad de México
1227,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55264,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESCAFE CLASICO ,Ciudad de México
1227,Contraflujo,PANTENE,PANTENE,RENTA,55350,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1218,Flujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1218,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1228,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1712,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,VENTA ESPECIAL SEMANA SANTA,Ciudad de México
1228,Contraflujo,UNIVERSAL MICHAEL JACKSON,UNIVERSAL PICTURES,RENTA,55252,"$3,355",70768,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,BAD,Ciudad de México
1220,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1703,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1220,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1221,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1221,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1222,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,POWERADE TAPAS DORADAS,Ciudad de México
1222,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1223,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1223,Contraflujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1224,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1224,Contraflujo,Warner / LAS CRONICAS DE LA MOMIA,WARNER PICTURES,RENTA,55436,"$3,355",70927,1934,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1419,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1419,Contraflujo,NESQUIK,NESQUIK,RENTA,55389,"$2,337",70873,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NESQUIK,Ciudad de México
1457,Flujo,MASTERCARD,MASTERCARD,RENTA,55251,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,MASTERCARD,Ciudad de México
1457,Contraflujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1458,Flujo,UNIVERSAL MICHAEL JACKSON,UNIVERSAL PICTURES,RENTA,55252,"$3,355",70768,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,GOLD BAD,Ciudad de México
1458,Contraflujo,VISA FARMACIAS DEL AHORRO,VISA,RENTA,55352,"$6,279",70823,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA FARMACIAS DEL AHORRO ,Ciudad de México
1459,Flujo,BBVA PORTABILIDAD DE NOMINA 26,BBVA,RENTA,55327,"$2,742",70889,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,300 POR CADA AMIGO ,Ciudad de México
1459,Contraflujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,BONIFICACION,55403,$0,70808,9898,BF-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1460,Flujo,UNIVERSAL MICHAEL JACKSON LUZ LED,UNIVERSAL PICTURES,RENTA,55252,"$3,355",70768,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,GOLD BAD,Ciudad de México
1460,Contraflujo,EL PALACIO GASTRONOMIA,EL PALACIO DE HIERRO,RENTA,55402,"$3,935",70808,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #7,DENOMINACION,Ciudad de México
1442,Flujo,TECEL IMUndial 2026,TELCEL,RENTA,55416,"$4,300",70814,1880,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,PAQUETE 4 HORAS,Ciudad de México
1442,Contraflujo,SABRITAS MUNDIAL,SABRITAS,RENTA,55348,"$4,015",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,SABRITAS GANADORES,Ciudad de México
1443,Flujo,IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1443,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55313,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1444,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Ciudad de México
1444,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55347,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,AT&T PREPAGO,Ciudad de México
1445,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55259,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #7,GENERICO,Ciudad de México
1445,Contraflujo,MALCOM,DISNEY,RENTA,55365,"$4,171",70894,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,MALCOM,Ciudad de México
1446,Flujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55379,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,CCXP,Ciudad de México
1446,Contraflujo,SOL MEZCLAS,HEINEKEN,RENTA,55338,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #7,CLAMATO,Ciudad de México
