Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1408,$0,1383,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,SABORES CON CAUSA,,,,NAUC304,Contraflujo,Ciudad de México,RENTA,
MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54741,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MUAC,,,,NAUC305,Flujo,Ciudad de México,RENTA,
CHAYANNE,OCESA,INTERCAMBIO,54834,$0,70689,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,CHAYANNE ¡Últimos boletos!,,,,NAUC305,Contraflujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54876,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,FONDO AMARILLO,,,,NAUC306,Flujo,Ciudad de México,RENTA,
CCXP,OCESA,INTERCAMBIO,54835,$0,70678,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,Mas que un comic,,,,NAUC306,Contraflujo,Ciudad de México,RENTA,
CHAYANNE,OCESA,INTERCAMBIO,54834,$0,70689,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,CHAYANNE ¡Últimos boletos!,,,,NAUC307,Flujo,Ciudad de México,RENTA,
AFORE XXI,CARRERA KARDIAS,RENTA,54836,"$3,100",70721,10475,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,AFORE XXI,,,,NAUC307,Contraflujo,Ciudad de México,RENTA,
AVON ULTRA REINVENCION,AVON,RENTA,1415,"$2,968",1347,11287,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AVÓN ,,,,NAUC308,Flujo,Ciudad de México,RENTA,
VIVE LATINO,OCESA,INTERCAMBIO,54833,$0,70679,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,VIVE LATINO 2026,,,,NAUC308,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,NAUC309,Flujo,Ciudad de México,RENTA,
AFORE XXI,CARRERA KARDIAS,RENTA,54836,"$3,100",70721,10475,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,AFORE XXI,,,,NAUC309,Contraflujo,Ciudad de México,RENTA,
VIVE LATINO,OCESA,INTERCAMBIO,54833,$0,70679,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,VIVE LATINO 2026,,,,NAUC310,Flujo,Ciudad de México,RENTA,
MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54741,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MUAC,,,,NAUC310,Contraflujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1394,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,NEVER ENDING EVOLUTION AI 2026.,,,,NAUC312,FLUJO,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,NAUC312,Contraflujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54832,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,GENERICO,,,,NAUC313,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,NAUC313,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,BONIFICACION,54816,$0,70466,5171,BF-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,NAUC314,Flujo,Ciudad de México,RENTA,
VIVE LATINO,OCESA,INTERCAMBIO,54833,$0,70679,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,VIVE LATINO 2026,,,,NAUC314,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,NAUC315,Flujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54832,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,GENERICO,,,,NAUC315,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN201,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN201,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN203,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN203,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,TLAN261,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN262,Flujo,Ciudad de México,RENTA,
APPLE,COPPEL,RENTA,1489,"$3,092",1406,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,APPLE,,,,TLAN262,Contraflujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,ATZP007,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,ATZP007,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,ATZP008,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP008,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP009,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP009,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP103,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP103,Contraflujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1394,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,NEVER ENDING EVOLUTION AI 2026.,,,,ATZP010,Flujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54832,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,GENERICO,,,,ATZP010,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,ATZP011,Flujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54832,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,GENERICO,,,,ATZP011,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN263,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN263,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,TLAN264,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN264,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN265,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,TLAN265,Contraflujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,TLAN326,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN327,Flujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,TLAN327,Contraflujo,Ciudad de México,RENTA,
SCHIK MEN,EDGE WELL,RENTA,54717,"$4,579",70708,3092,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,AXILA/PARA LOS QUE NO LES GUSTA,,,,TLAN267,Flujo,Ciudad de México,RENTA,
SCHIK MEN,EDGE WELL,RENTA,54717,"$4,579",70708,3092,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,ABDOMEN/PARA LOS QUE NO DEJAN QUE LA MALEZA,,,,TLAN267,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,TLAN269,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN269,Contraflujo,Ciudad de México,RENTA,
SCHIK MEN,EDGE WELL,RENTA,54717,"$4,579",70708,3092,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,AXILA/PARA LOS QUE NO LE SACAN,,,,TLAN325,Flujo,Ciudad de México,RENTA,
SCHIK MEN,EDGE WELL,RENTA,54717,"$4,579",70708,3092,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,ABDOMEN/PARA UN BUEN ANFITRION,,,,TLAN325,Contraflujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1394,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,NEVER ENDING EVOLUTION AI 2026.,,,,CIZC043,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC043,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC046,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC046,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC047,Flujo,Ciudad de México,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1408,$0,1383,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,SABORES CON CAUSA,,,,CIZC047,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,CIZC048,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC048,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC049,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC049,Contraflujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC050,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC050,Contraflujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC051,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,CIZC051,Contraflujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,CIZC054,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC054,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC154,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC154,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC155,Flujo,Ciudad de México,RENTA,
APPLE,COPPEL,RENTA,1489,"$3,092",1406,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,APPLE,,,,CIZC155,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC055,Flujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,CIZC055,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,CIZC056,Flujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,CIZC056,Contraflujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1394,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,NEVER ENDING EVOLUTION AI 2026.,,,,CIZC057,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC057,Contraflujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,CIZC058,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC058,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,CIZC059,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC059,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,CIZC060,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,CIZC060,Contraflujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,TLAN154,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,TLAN154,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN155,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN155,Contraflujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,TLAN156,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,TLAN156,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,TLAN157,Flujo,Ciudad de México,RENTA,
APPLE,COPPEL,RENTA,1489,"$3,092",1406,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,APPLE,,,,TLAN157,Contraflujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,TLAN164,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN164,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN165,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN165,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,TLAN166,Flujo,Ciudad de México,RENTA,
BBVA SEGURO DE VIDA 26,BBVA,RENTA,54768,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #5,"PB SEGURO DE VIDA ""TE QUIERO""",,,,TLAN166,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN244,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,TLAN244,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN245,Flujo,Ciudad de México,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1408,$0,1383,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,SABORES CON CAUSA,,,,TLAN245,Contraflujo,Ciudad de México,RENTA,
MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54741,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MUAC,,,,TLAN170,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,RENTA,1484,"$3,092",1389,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,TLAN170,Contraflujo,Ciudad de México,RENTA,
PROFUTURO SOFOM,PROFUTURO,RENTA,1496,"$2,894",1408,11654,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,VIAJERO,,,,TLAN171,Flujo,Ciudad de México,RENTA,
MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54741,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MUAC,,,,TLAN171,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN172,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,CORTESIA,,,,TLAN172,Contraflujo,Ciudad de México,RENTA,
