Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
FUNDACION AQUI NADIE SE RINDE 1A CAMPAÑA,FUNDACION AQUÍ NADIE SE RINDE,CORTESIA,1166,$0,1318,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,AQUÍ NADIE SE RINDE,,,,3112,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54317,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,30% OFF EN MAÑANAS Y TARDES,,,,3112,Contraflujo,Ciudad de México,RENTA,
APOSTARIAS POR MI,VIX,RENTA,1040,"$3,608",1249,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,APOSTARÍAS POR MI HOMBRE BOGOTE Y MUJER COLOR,,,,3113,Flujo,Ciudad de México,RENTA,
DIAMOND FILMS MIGRACION,DIAMOND FILMS,BONIFICACION,54338,$0,70609,9848,BF-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,MIGRACION,,,,3113,Contraflujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54403,$0,70650,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,3114,Flujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1194,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #3,MOMENTOS SAN VALENTIN,,,,3114,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54317,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,30% OFF EN MAÑANAS Y TARDES,,,,3115,Flujo,Ciudad de México,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,3115,Contraflujo,Ciudad de México,RENTA,
NUTRI,NUTRI DELI,RENTA,54368,"$3,413",70416,11512,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,NIÑA  FÓRMULA,,,,3116,Contraflujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1194,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #3,MOMENTOS SAN VALENTIN,,,,3120,Flujo,Ciudad de México,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,3120,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,  MUJER DE FRENTE,,,,3121,Flujo,Ciudad de México,RENTA,
TEMPORADA DE REBAJAS 3,SEARS,RENTA,54389,"$3,587",70643,11778,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #3,ME ENTIENDE CAMINANDO,,,,3121,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,  MUJER DE FRENTE,,,,3123,Flujo,Ciudad de México,RENTA,
SABRITAS MUNDIAL,SABRITAS,RENTA,54352,"$3,950",70541,2312,RT-P1-DIG-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,SABRITAL SAL /  ADOBADAS,,,,3123,Contraflujo,Ciudad de México,RENTA,
CRIME 101,SONY PICTURES,RENTA,54361,"$3,327",70627,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAMINOS DEL CRIMEN ,,,,3124,Contraflujo,Ciudad de México,RENTA,
Miss Dior,JADORE,RENTA,1170,"$5,571",1319,10467,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,MISS DIOR NATALIE,,,,3126,Flujo,Ciudad de México,RENTA,
Miss Dior,JADORE,RENTA,1170,"$5,571",1319,10467,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,MISS DIOR BOTELLA,,,,3126,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,  MUJER DE FRENTE,,,,3127,Flujo,Ciudad de México,RENTA,
SABRITAS MUNDIAL,SABRITAS,RENTA,54352,"$3,950",70541,2312,RT-P1-DIG-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,SABRITAL SAL /  ADOBADAS,,,,3127,Contraflujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3128,Flujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3128,Contraflujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3129,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,MUJER DE LADO,,,,3130,Flujo,Ciudad de México,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,3130,Contraflujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,35131,Flujo,Ciudad de México,RENTA,
EL MOCHAOREJAS,VIX,RENTA,1168,"$3,608",1282,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,EL MOCHAOREJAS,,,,35131,Contraflujo,Ciudad de México,RENTA,
LOREAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54312,"$3,400",70551,5177,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,MASCARA,,,,35132,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35132,Contraflujo,Ciudad de México,RENTA,
EDC 2026,OCESA,INTERCAMBIO,54348,$0,70605,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,35133,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35133,Contraflujo,Ciudad de México,RENTA,
TANG,TANG,RENTA,54292,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #3,TANG,,,,3140,Flujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54349,$0,70620,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,Ven a sentir el amor,,,,3140,Contraflujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3141,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54317,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,30% OFF EN MAÑANAS Y TARDES,,,,3141,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54317,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,30% OFF EN MAÑANAS Y TARDES,,,,3142,Flujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,  MUJER DE FRENTE,,,,3142,Contraflujo,Ciudad de México,RENTA,
CRIME 101,SONY PICTURES,RENTA,54361,"$3,327",70627,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAMINOS DEL CRIMEN ,,,,35143,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,RENTA,54339,"$3,835",70589,9898,RT-CL-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,  MUJER DE FRENTE,,,,35145,Contraflujo,Ciudad de México,RENTA,
SABA,SABA,RENTA,1174,"$4,200",1300,11432,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,SABA INVISIBLE,,,,3149,Flujo,Ciudad de México,RENTA,
EDC 2026,OCESA,INTERCAMBIO,54348,$0,70605,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3149,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,3151,Flujo,Ciudad de México,RENTA,
AMAZON PF CAT 3,AMAZON,RENTA,54379,"$2,856",70631,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,40% EN JUGUETES,,,,3151,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,3152,Flujo,Ciudad de México,RENTA,
CRIME 101,SONY PICTURES,RENTA,54361,"$3,327",70627,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAMINOS DEL CRIMEN ,,,,3152,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,3153,Flujo,Ciudad de México,RENTA,
SEPHORA 2026,SEPHORA,RENTA,1212,"$5,571",1337,10890,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3153,Contraflujo,Ciudad de México,RENTA,
EL MOCHAOREJAS,VIX,RENTA,1168,"$3,608",1282,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,EL MOCHAOREJAS,,,,35154,Flujo,Ciudad de México,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA PAQUETE,,,,35154,Contraflujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54395,"$3,966",70603,11260,RT-DIG-PRG-PB,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,HERBAL PERFUME CAPILAR,,,,3155,Flujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54281,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3155,Contraflujo,Ciudad de México,RENTA,
CRIME 101,SONY PICTURES,RENTA,54361,"$3,327",70627,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAMINOS DEL CRIMEN ,,,,35156,Flujo,Ciudad de México,RENTA,
WARNER / CUMBRES BORRASCOSAS,WARNER PICTURES,RENTA,54308,"$3,450",70523,1934,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,CUMBRES BORRASCOSAS,,,,35156,Contraflujo,Ciudad de México,RENTA,
AMAZON PF CAT 3,AMAZON,RENTA,54379,"$2,856",70631,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,40% EN JUGUETES,,,,35158,Flujo,Ciudad de México,RENTA,
IHOP LOS FAVORITOS,IHOP,RENTA,54370,"$3,669",70545,11496,RT-CL-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #3,LOS FAVORITOS HAMBURGUESA,,,,35158,Contraflujo,Ciudad de México,RENTA,
TEMPORADA DE REBAJAS 3,SEARS,RENTA,54389,"$3,587",70643,11778,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #3,ME ENTIENDE CAMINANDO,,,,3159,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,3159,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,35160,Flujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54330,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,NATURAL,,,,35160,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,3161,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,3161,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35162,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35162,Contraflujo,Ciudad de México,RENTA,
AMAZON PF CAT 3,AMAZON,RENTA,54379,"$2,856",70631,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,40% EN JUGUETES,,,,3163,Flujo,Ciudad de México,RENTA,
MOTOROLA,MOTOROLA,RENTA,54398,"$3,602",70645,11210,RT-P1-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #3,MOTOROLA,,,,3163,Contraflujo,Ciudad de México,RENTA,
Miss Dior,JADORE,RENTA,1170,"$5,571",1319,10467,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,MISS DIOR NATALIE,,,,3165,Flujo,Ciudad de México,RENTA,
Miss Dior,JADORE,RENTA,1170,"$5,571",1319,10467,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,MISS DIOR BOTELLA,,,,3165,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35166,Flujo,Ciudad de México,RENTA,
VISA BANORTE,VISA,RENTA,54280,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,VISA BANORTE,,,,35166,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54317,"$2,695",70587,11751,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,30% OFF EN MAÑANAS Y TARDES,,,,3171,Flujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54257,"$4,675",70565,9506,RT-CL-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #3,SIX FLAGS SPEEDWAY,,,,3171,Contraflujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54281,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3421,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,METROP PARALELO (SIN VISIBILIDAD),,,,3421,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA,EL PALACIO DE HIERRO,BONIFICACION,54366,$0,70589,9898,BF-CL-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,MUJER DE LADO,,,,3172,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,METROP PARALELO (SIN VISIBILIDAD),,,,3172,Contraflujo,Ciudad de México,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,3420,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,METROP PARALELO (SIN VISIBILIDAD),,,,3420,Contraflujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54349,$0,70620,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,Ven a sentir el amor,,,,35173,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35176,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54305,"$6,000",70466,5171,RT-CL-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,EMBAJADORA ,,,,35176,Contraflujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54257,"$4,675",70565,9506,RT-CL-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #3,SIX FLAGS SPEEDWAY,,,,3185,Flujo,Ciudad de México,RENTA,
CRIME 101,SONY PICTURES,RENTA,54361,"$3,327",70627,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAMINOS DEL CRIMEN ,,,,3185,Contraflujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1194,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #3,MOMENTOS SAN VALENTIN,,,,35186,Contraflujo,Ciudad de México,RENTA,
TENENCIA,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54404,$0,70651,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TENENCIA,,,,3187,Flujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54327,"$3,500",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO ROJO,,,,3187,Contraflujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54257,"$4,675",70565,9506,RT-CL-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #3,SIX FLAGS SPEEDWAY,,,,3188,Flujo,Ciudad de México,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,3188,Contraflujo,Ciudad de México,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,3190,Flujo,Ciudad de México,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,3190,Contraflujo,Ciudad de México,RENTA,
EDC 2026,OCESA,INTERCAMBIO,54348,$0,70605,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,35192,Flujo,Ciudad de México,RENTA,
LOREAL / GARNIER - HAIR FOODIES - Ola 1,GARNIER,RENTA,54314,"$3,400",70578,5174,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,DANNA CON AGUACATE,,,,35192,Contraflujo,Ciudad de México,RENTA,
DIAMOND FILMS MIGRACION,DIAMOND FILMS,RENTA,54337,"$3,816",70609,9848,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,MIGRACION,,,,35193,Flujo,Ciudad de México,RENTA,
VISA BANORTE,VISA,RENTA,54280,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,VISA BANORTE,,,,35193,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54250,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NESCAFE CLASICO ,,,,3194,Flujo,Ciudad de México,RENTA,
EL MOCHAOREJAS,VIX,RENTA,1168,"$3,608",1282,10371,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,EL MOCHAOREJAS,,,,3194,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54250,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NESCAFE CLASICO ,,,,3195,Flujo,Ciudad de México,RENTA,
SABRITAS MUNDIAL,SABRITAS,RENTA,54352,"$3,950",70541,2312,RT-P1-DIG-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,SABRITAL SAL /  ADOBADAS,,,,3195,Contraflujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54349,$0,70620,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,Ven a sentir el amor,,,,3196,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,3196,Contraflujo,Ciudad de México,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,35197,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,35197,Contraflujo,Ciudad de México,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,3198,Flujo,Ciudad de México,RENTA,
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN DIA,,,,3198,Contraflujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54335,"$4,400",70547,11585,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,35199,Flujo,Ciudad de México,RENTA,
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN NOCHE,,,,35199,Contraflujo,Ciudad de México,RENTA,
LOREAL / MAYBELLINE - COLOSSAL BUBBLE,MAYBELLINE,RENTA,54312,"$3,400",70551,5177,RT-CL-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,MASCARA,,,,35202,Flujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54403,$0,70650,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,35202,Contraflujo,Ciudad de México,RENTA,
EDC 2026,OCESA,INTERCAMBIO,54348,$0,70605,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,GENERICO,,,,3316,Flujo,Ciudad de México,RENTA,
¿QUIERES SER MI NOVIA?,VIDEOCINE,RENTA,54359,"$3,656",70628,6768,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,¿QUIERES SER MI NOVIA?,,,,3316,Contraflujo,Ciudad de México,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,3320,Flujo,Ciudad de México,RENTA,
TENENCIA,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54404,$0,70651,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TENENCIA,,,,3320,Contraflujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1167,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,CAFÉ LEGAL,,,,3306,Flujo,Ciudad de México,RENTA,
