Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN NOCHE,,,,101010,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101010,Flujo,Guadalajara,RENTA,
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN DIA,,,,101011,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101011,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101012,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101012,Flujo,Guadalajara,RENTA,
SEND HELP AYUDA,DISNEY,RENTA,54282,"$3,972",70533,10277,RT-P1-COB-GD,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,SEND HELP AYUDA,,,,101013,Flujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,101013,Contraflujo,Guadalajara,RENTA,
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN NOCHE,,,,101014,Contraflujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,101014,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101015,Flujo,Guadalajara,RENTA,
TABCIN,ASPIRINA,RENTA,54254,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN DIA,,,,101015,Contraflujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,101017,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101017,Contraflujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,101018,Flujo,Guadalajara,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,101018,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101019,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,101019,Contraflujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,101020,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101020,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101021,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,101021,Contraflujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,101022,Contraflujo,Guadalajara,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,101022,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,101023,Flujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,101023,Contraflujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,101024,Contraflujo,Guadalajara,RENTA,
NUTRI,NUTRI DELI,RENTA,54368,"$3,413",70416,11512,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,NIÑA  FÓRMULA,,,,101024,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,101025,Contraflujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,101025,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103202,Flujo,Guadalajara,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54281,"$4,186",70482,11249,RT-CL-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,AT&T PREPAGO,,,,103202,Contraflujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,103203,Flujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,103203,Contraflujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,103204,Contraflujo,Guadalajara,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA PAQUETE,,,,103204,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103205,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103205,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103206,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,103206,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103208,Contraflujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,103208,Flujo,Guadalajara,RENTA,
TABCIN,ASPIRINA,BONIFICACION,54255,$0,70560,8730,BF-P1-COB-GD,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,TABCIN NOCHE,,,,103209,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103209,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103210,Flujo,Guadalajara,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,103210,Contraflujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,103211,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,103211,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103212,Contraflujo,Guadalajara,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA CHICA,,,,103212,Flujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,103213,Flujo,Guadalajara,RENTA,
DIAMOND FILMS MIGRACION,DIAMOND FILMS,BONIFICACION,54338,$0,70609,9848,BF-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,MIGRACION,,,,103213,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,103214,Flujo,Guadalajara,RENTA,
DIAMOND FILMS MIGRACION,DIAMOND FILMS,BONIFICACION,54338,$0,70609,9848,BF-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #3,MIGRACION,,,,103214,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111001,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111001,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111002,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111002,Flujo,Guadalajara,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,111004,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111004,Flujo,Guadalajara,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA PAQUETE,,,,111005,Contraflujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,111005,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111007,Flujo,Guadalajara,RENTA,
NUTRI,NUTRI DELI,RENTA,54368,"$3,413",70416,11512,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,VASO DE LECHE,,,,111007,Contraflujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,111008,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111008,Contraflujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,111009,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111009,Contraflujo,Guadalajara,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA CHICA,,,,111010,Contraflujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,111010,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111011,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111011,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111202,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,111202,Contraflujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,113002,Flujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,113002,Contraflujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,113006,Contraflujo,Guadalajara,RENTA,
IMURECICLA,IMURECICLA,CORTESIA,54321,$0,70607,9405,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,IMURECICLA,,,,113006,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,113008,Flujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,113008,Contraflujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,121001,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121001,Contraflujo,Guadalajara,RENTA,
TENA,TENA,RENTA,1172,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #3,TENA PAQUETE,,,,121002,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121002,Contraflujo,Guadalajara,RENTA,
THE GOAT,SONY PICTURES,RENTA,54285,"$3,327",70600,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #3,THE GOAT,,,,121005,Flujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,121005,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121006,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121006,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121007,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121007,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121008,Flujo,Guadalajara,RENTA,
NUTRI,NUTRI DELI,RENTA,54368,"$3,413",70416,11512,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #3,NIÑA NUTRI,,,,121008,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121009,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121009,Contraflujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,121010,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121010,Flujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,121011,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121011,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121012,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121012,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121015,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121015,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121016,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121016,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121018,Flujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,121018,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121019,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121019,Flujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,121020,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,121020,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123006,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123006,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,123012,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123012,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123020,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123020,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123202,Contraflujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,123202,Flujo,Guadalajara,RENTA,
NIDO,NIDO,RENTA,54297,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,123204,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,123204,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131001,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131001,Contraflujo,Guadalajara,RENTA,
Copa de Leyendas 2026,OCESA,INTERCAMBIO,54399,$0,70646,10198,IN-P1-DIG-GD,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,COPA DE LEYENDAS 2026,,,,131002,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131002,Flujo,Guadalajara,RENTA,
MES DEL BEBE,COPPEL,RENTA,1182,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #3,TODO PARA MI BEBE,,,,131003,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131003,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131004,Contraflujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131004,Flujo,Guadalajara,RENTA,
CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,GENERICA,,,,131006,Contraflujo,Guadalajara,RENTA,
