Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
22404,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55138,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FONDO ROJO,Ciudad de México
22404,Contraflujo,SPRING IN FASHION,SEARS,RENTA,1517,"$3,587",1404,11784,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,Niños playera rayas,Ciudad de México
22405,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
22405,Contraflujo,L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,55105,"$3,400",70777,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,SUPER STAY,Ciudad de México
22406,Flujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,MI SELECCIÓN MOTOROLA,Ciudad de México
22406,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
22407,Flujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
22407,Contraflujo,VISA FARMACIAS DEL AHORRO,VISA,BONIFICACION,55163,$0,70823,2538,BF-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,VISA BANORTE 3 TARJETAS,Ciudad de México
22408,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
22408,Contraflujo,AQUI NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1540,$0,1383,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,AQUÍ NADIE SE RINDE,Ciudad de México
22409,Flujo,MOTOROLA,MOTOROLA,RENTA,55067,"$3,831",70645,11210,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MOTOROLA EDGE 70,Ciudad de México
22409,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
23001,Flujo,VOLARIS 20 AÑOS,VOLARIS,RENTA,1585,"$4,664",1387,10787,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,LUMINICO,Ciudad de México
23001,Contraflujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
23002,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
23002,Contraflujo,ELECTROLIT,ELECTROLIT,RENTA,1531,"$3,632",1376,10460,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24403,Flujo,NESTLE LA LECHERA,LA LECHERA,RENTA,55047,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,CARNATION Y LECHERA,Ciudad de México
24403,Contraflujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55100,"$3,077",70826,10768,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO? // ¿FILAS?,Ciudad de México
23003,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
23003,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,PERIÓDICO ABIERTO,Ciudad de México
23004,Flujo,TENA,TENA,RENTA,1579,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,TENA PAQUETE,Ciudad de México
23004,Contraflujo,VOLARIS 20 AÑOS,VOLARIS,RENTA,1585,"$4,664",1387,10787,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23005,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23005,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,HOMBRE MORGAN,Ciudad de México
23006,Contraflujo,TANG,TANG,RENTA,55074,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TANG,Ciudad de México
23007,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
23007,Contraflujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55118,$0,70830,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Tecate emblema,Ciudad de México
23008,Flujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
23008,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,MUJER AMARILLO  TAYLOR SONRISA,Ciudad de México
23009,Flujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23009,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,MI SELECCIÓN HONOR,Ciudad de México
23010,Contraflujo,JUDEA,MUNICIPIO DE TLAQUEPAQUE,CORTESIA,55094,$0,70711,10055,CT-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,JUDEA,Ciudad de México
23011,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
23011,Contraflujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23012,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23012,Contraflujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,PELO MAS SUAVE,Ciudad de México
23013,Flujo,MOTOROLA,MOTOROLA,RENTA,55067,"$3,831",70645,11210,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MOTOROLA EDGE 70,Ciudad de México
23013,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23014,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
23014,Contraflujo,EL REY LEÓN,OCESA,IN - RENTA (INTERCAMBIO),55084,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,El rey león un año en México ,Ciudad de México
23015,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23015,Contraflujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
23016,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,MUJER AMARILLO  TAYLOR SONRISA,Ciudad de México
23016,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23017,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
23017,Contraflujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
23018,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
23018,Contraflujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55149,"$4,347",70662,11284,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO AMARILLO,Ciudad de México
23019,Flujo,VISA FARMACIAS DEL AHORRO,VISA,BONIFICACION,55163,$0,70823,2538,BF-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,VISA BANORTE 5 TARJETAS,Ciudad de México
23019,Contraflujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
23020,Flujo,SABA,SABA,RENTA,1581,"$4,200",1300,11432,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,SABA INVISIBLE,Ciudad de México
23020,Contraflujo,NESCAFE CLASICO,NESTLE,RENTA,55050,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESCAFE CLASICO ,Ciudad de México
23021,Flujo,AMAZON PLANTA FIJA 6 A 26,AMAZON,RENTA,1598,"$2,856",1432,11369,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,"AHORRA EN GRANDE, SONRÍE EN GRANDE",Ciudad de México
23021,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23022,Flujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
23022,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23024,Flujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
23024,Contraflujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PASTELERÍA,Ciudad de México
23025,Contraflujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,HERBAL PERFUME CAPILAR,Ciudad de México
23026,Flujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
23026,Contraflujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
23027,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23027,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23028,Flujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23028,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23029,Flujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23029,Contraflujo,VOLARIS 20 AÑOS,VOLARIS,RENTA,1585,"$4,664",1387,10787,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23030,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55143,"$2,742",70837,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,PB DIVIDIR GASTOS,Ciudad de México
23030,Contraflujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
23031,Flujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23031,Contraflujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
23032,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23032,Contraflujo,SABRITAS MUNDIAL,SABRITAS,RENTA,55031,"$4,015",70541,2312,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,"SABRITAS 38,00 PREMIOS",Ciudad de México
23033,Flujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23033,Contraflujo,VOLARIS 20 AÑOS,VOLARIS,RENTA,1585,"$4,664",1387,10787,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23034,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Ciudad de México
23034,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23035,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,NEGOCIOS,Ciudad de México
23035,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23036,Flujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
23036,Contraflujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23038,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHICA RETROVISOR,Ciudad de México
23038,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1584,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
23039,Flujo,VISA FARMACIAS DEL AHORRO,VISA,BONIFICACION,55163,$0,70823,2538,BF-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,VISA BANORTE 3 TARJETAS,Ciudad de México
23039,Contraflujo,Soda stereo,OCESA,IN - RENTA (INTERCAMBIO),55085,$0,70688,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23040,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA RESTAURANTE,Ciudad de México
23040,Contraflujo,AUTOCOM,AUTOCOM,RENTA,1588,"$4,413",1393,11795,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,UNIVERSIDAD,Ciudad de México
23041,Flujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
23041,Contraflujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,HERBAL PERFUME CAPILAR,Ciudad de México
23042,Flujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
23042,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
23043,Flujo,TANG,TANG,RENTA,55074,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TANG,Ciudad de México
23043,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23044,Contraflujo,EL REY LEÓN,OCESA,IN - RENTA (INTERCAMBIO),55084,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,El rey león un año en México ,Ciudad de México
23045,Flujo,BBVA SEGURO DE VIDA 26,BBVA,RENTA,54770,"$2,742",70742,9058,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23045,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
23901,Flujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,MI SELECCIÓN MOTOROLA,Ciudad de México
23901,Contraflujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
23902,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
23902,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
23903,Flujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
23903,Contraflujo,TENA,TENA,RENTA,1579,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,TENA CHICA,Ciudad de México
24001,Flujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24001,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
24003,Flujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
24003,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
24004,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
24004,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24005,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
24005,Contraflujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24006,Flujo,L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,55105,"$3,400",70777,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,SUPER STAY,Ciudad de México
24006,Contraflujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
24007,Flujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
24007,Contraflujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
24008,Flujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
24008,Contraflujo,SABA,SABA,RENTA,1581,"$4,200",1300,11432,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,SABA INVISIBLE,Ciudad de México
24009,Flujo,SANBORNS PRIMAVERA,SANBORNS,RENTA,1592,"$3,587",1402,11231,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Ciudad de México
24009,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,BONIFICACION,1584,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
24013,Flujo,DIDI RIDES - Zonas,DIDI,RENTA,55133,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,30% OFF EN MAÑANAS Y TARDES,Ciudad de México
24013,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
24014,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
