,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cod,codigo_unico OK,ubicacion,tipo_de_cara,cara,mueble,latitud,longitud,plaza,estado,municipio ,cp,tradicional_digital,sentido,Isla,Mueb x Isla,Zona Mundialista,entre_calle_1,entre_calle_2,orientacion ,tipo_de_mueble,ancho ,alto,archivos_id,tarifa_piso,tarifa_publica,nivel_socioeconomico,total_espacios,tiempo
61055,61055_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - CALZADA VICTORIA,Contraflujo,B,Parabus,25.6901000,-100.3232200,Monterrey,Nuevo León,Monterrey,64440,Tradicional,S-N,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61056,61056_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - LASCUARIN,Flujo,A,Parabus,25.7121600,-100.3284300,Monterrey,Nuevo León,Monterrey,64280,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61056,61056_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - LASCUARIN,Contraflujo,B,Parabus,25.7121600,-100.3284300,Monterrey,Nuevo León,Monterrey,64280,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61057,61057_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - PASANDO MANUEL GÓMEZ PEDRAZA,Flujo,A,Parabus,25.6943600,-100.3245300,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61057,61057_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - PASANDO MANUEL GÓMEZ PEDRAZA,Contraflujo,B,Parabus,25.6943600,-100.3245300,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61058,61058_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - PASANDO RAUL RANGEL FRIAS,Flujo,A,Parabus,25.7322700,-100.3425300,Monterrey,Nuevo León,Monterrey,64250,Tradicional,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61058,61058_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - PASANDO RAUL RANGEL FRIAS,Contraflujo,B,Parabus,25.7322700,-100.3425300,Monterrey,Nuevo León,Monterrey,64250,Tradicional,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61060,61060_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - FRENTE A PINO,Flujo,A,Parabus,25.7372000,-100.3426800,Monterrey,Nuevo León,Monterrey,64240,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61060,61060_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - FRENTE A PINO,Contraflujo,B,Parabus,25.7372000,-100.3426800,Monterrey,Nuevo León,Monterrey,64240,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61061,61061_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - PASANDO PLANICIES,Flujo,A,Parabus,25.7362800,-100.3425300,Monterrey,Nuevo León,Monterrey,64244,Tradicional,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61061,61061_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - PASANDO PLANICIES,Contraflujo,B,Parabus,25.7362800,-100.3425300,Monterrey,Nuevo León,Monterrey,64244,Tradicional,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61062,61062_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - RIO BRAVO,Flujo,A,Parabus,25.7091700,-100.3426900,Monterrey,Nuevo León,Monterrey,64190,Tradicional,S-N,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61062,61062_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - RIO BRAVO,Contraflujo,B,Parabus,25.7091700,-100.3426900,Monterrey,Nuevo León,Monterrey,64190,Tradicional,S-N,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61065,61065_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - RANGEL FRIAS,Flujo,A,Parabus,25.7320400,-100.3427000,Monterrey,Nuevo León,Monterrey,64259,Tradicional,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61065,61065_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - RANGEL FRIAS,Contraflujo,B,Parabus,25.7320400,-100.3427000,Monterrey,Nuevo León,Monterrey,64259,Tradicional,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61066,61066_Flujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - AV. AZTLÁN,Flujo,A,Parabus,25.7303220,-100.3457430,Monterrey,Nuevo León,Monterrey,64259,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61066,61066_Contraflujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - AV. AZTLÁN,Contraflujo,B,Parabus,25.7303220,-100.3457430,Monterrey,Nuevo León,Monterrey,64259,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61067,61067_Flujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - ANTES DE AV. NO REELECCIÓN,Flujo,A,Parabus,25.7259650,-100.3538570,Monterrey,Nuevo León,Monterrey,64170,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61067,61067_Contraflujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - ANTES DE AV. NO REELECCIÓN,Contraflujo,B,Parabus,25.7259650,-100.3538570,Monterrey,Nuevo León,Monterrey,64170,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61068,61068_Flujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - REVOLUCIÓN,Flujo,A,Parabus,25.7123980,-100.3642610,Monterrey,Nuevo León,Monterrey,64380,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61068,61068_Contraflujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - REVOLUCIÓN,Contraflujo,B,Parabus,25.7123980,-100.3642610,Monterrey,Nuevo León,Monterrey,64380,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61069,61069_Flujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - SANTIAGO OZOEL,Flujo,A,Parabus,25.7100460,-100.3656220,Monterrey,Nuevo León,Monterrey,64380,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61069,61069_Contraflujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - SANTIAGO OZOEL,Contraflujo,B,Parabus,25.7100460,-100.3656220,Monterrey,Nuevo León,Monterrey,64380,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61070,61070_Flujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - PASANDO NUEVA AUSTRALIA,Flujo,A,Parabus,25.7165510,-100.3605920,Monterrey,Nuevo León,Monterrey,64330,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61070,61070_Contraflujo_Monterrey,AV. LIC. RAÚL RANGEL FRÍAS - PASANDO NUEVA AUSTRALIA,Contraflujo,B,Parabus,25.7165510,-100.3605920,Monterrey,Nuevo León,Monterrey,64330,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61071,61071_Flujo_Monterrey,AV. AZTLAN - LIC JULIO CAMELO,Flujo,A,Parabus,25.7483910,-100.3615420,Monterrey,Nuevo León,Monterrey,64150,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
61071,61071_Contraflujo_Monterrey,AV. AZTLAN - LIC JULIO CAMELO,Contraflujo,B,Parabus,25.7483910,-100.3615420,Monterrey,Nuevo León,Monterrey,64150,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
63001,63001_Flujo_Monterrey,AVE. PENITENCIARIA - RODRIGO GOMEZ,Flujo,A,Parabus,25.7250400,-100.3421000,Monterrey,Nuevo León,Monterrey,64270,Tradicional,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
63001,63001_Contraflujo_Monterrey,AVE. PENITENCIARIA - RODRIGO GOMEZ,Contraflujo,B,Parabus,25.7250400,-100.3421000,Monterrey,Nuevo León,Monterrey,64270,Tradicional,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
63002,63002_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - PROCERES,Flujo,A,Parabus,25.7234100,-100.3423700,Monterrey,Nuevo León,Monterrey,64270,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63002,63002_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - PROCERES,Contraflujo,B,Parabus,25.7234100,-100.3423700,Monterrey,Nuevo León,Monterrey,64270,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63003,63003_Flujo_Monterrey,AVE. RODRIGO GÓMEZ - RIO POTOMAC,Flujo,A,Parabus,25.7203800,-100.3424800,Monterrey,Nuevo León,Monterrey,64190,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63003,63003_Contraflujo_Monterrey,AVE. RODRIGO GÓMEZ - RIO POTOMAC,Contraflujo,B,Parabus,25.7203800,-100.3424800,Monterrey,Nuevo León,Monterrey,64190,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63004,63004_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - RÓMULO DÍAZ DE LA VEGA,Flujo,A,Parabus,25.7082800,-100.3275400,Monterrey,Nuevo León,Monterrey,64280,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63004,63004_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - RÓMULO DÍAZ DE LA VEGA,Contraflujo,B,Parabus,25.7082800,-100.3275400,Monterrey,Nuevo León,Monterrey,64280,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63005,63005_Flujo_Monterrey,AVE. PASEO DE LOS LEONES - PASEO DE CHURUBUSCO,Flujo,A,Parabus,25.7251000,-100.3313000,Monterrey,Nuevo León,Monterrey,64610,Tradicional,N-S,NO,NA,NO,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63005,63005_Contraflujo_Monterrey,AVE. PASEO DE LOS LEONES - PASEO DE CHURUBUSCO,Contraflujo,B,Parabus,25.7251000,-100.3313000,Monterrey,Nuevo León,Monterrey,64610,Tradicional,N-S,NO,NA,NO,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63006,63006_Flujo_Monterrey,ARTURO B. DE LA GARZA - LIC. RAUL RANGEL FRIAS,Flujo,A,Parabus,25.7240500,-100.3548600,Monterrey,Nuevo León,Monterrey,64180,Tradicional,P-O,NO,NA,NO,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63006,63006_Contraflujo_Monterrey,ARTURO B. DE LA GARZA - LIC. RAUL RANGEL FRIAS,Contraflujo,B,Parabus,25.7240500,-100.3548600,Monterrey,Nuevo León,Monterrey,64180,Tradicional,P-O,NO,NA,NO,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63008,63008_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - MIGUEL DOMINGUEZ,Flujo,A,Parabus,25.6883000,-100.3231700,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63008,63008_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - MIGUEL DOMINGUEZ,Contraflujo,B,Parabus,25.6883000,-100.3231700,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63009,63009_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - SALIENDO DEL PUENTE DE RUIZ CORTINES,Flujo,A,Parabus,25.7000900,-100.3257800,Monterrey,Nuevo León,Monterrey,64410,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63009,63009_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - SALIENDO DEL PUENTE DE RUIZ CORTINES,Contraflujo,B,Parabus,25.7000900,-100.3257800,Monterrey,Nuevo León,Monterrey,64410,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63010,63010_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - MANUEL GÓMEZ PEDRAZA,Flujo,A,Parabus,25.6948100,-100.3246300,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63010,63010_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - MANUEL GÓMEZ PEDRAZA,Contraflujo,B,Parabus,25.6948100,-100.3246300,Monterrey,Nuevo León,Monterrey,64440,Tradicional,N-S,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63011,63011_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - PASANDO AVE. ADOLFO RUIZ CORTINES,Flujo,A,Parabus,25.7047800,-100.3263900,Monterrey,Nuevo León,Monterrey,64290,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63011,63011_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - PASANDO AVE. ADOLFO RUIZ CORTINES,Contraflujo,B,Parabus,25.7047800,-100.3263900,Monterrey,Nuevo León,Monterrey,64290,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63012,63012_Flujo_Monterrey,AVE. GRAL. BERNARDO REYES - ANTES DE AVE. FIDEL VELÁZQUEZ,Flujo,A,Parabus,25.7216200,-100.3301100,Monterrey,Nuevo León,Monterrey,64280,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
63012,63012_Contraflujo_Monterrey,AVE. GRAL. BERNARDO REYES - ANTES DE AVE. FIDEL VELÁZQUEZ,Contraflujo,B,Parabus,25.7216200,-100.3301100,Monterrey,Nuevo León,Monterrey,64280,Tradicional,S-N,NO,NA,SI,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
71002,71002_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD- CALLE LINARES,Contraflujo,B,Parabus,25.7446898,-100.3007783,Monterrey,Nuevo León,San Nicolás de los Garza,66450,Tradicional,S-N,NO,NA,NO,,,,Mupi,1.21,1.77,,,,CD,1,24 hrs
71003,71003_Flujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE BENITO JUAREZ DER.,Flujo,A,Parabus,25.7524658,-100.2979693,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,SI,3,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71003,71003_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE BENITO JUAREZ DER.,Contraflujo,B,Parabus,25.7524658,-100.2979693,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,SI,3,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71004,71004_Flujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE BENITO JUAREZ CEN.,Flujo,A,Parabus,25.7526508,-100.2980039,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,SI,3,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71004,71004_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE BENITO JUAREZ CEN.,Contraflujo,B,Parabus,25.7526508,-100.2980039,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,SI,3,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71005,71005_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE BENITO JUAREZ IZQ.,Contraflujo,B,Parabus,25.7530247,-100.2978718,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,SI,3,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71007,71007_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE NICOLAS BRAVO,Contraflujo,B,Parabus,25.7553047,-100.2970634,Monterrey,Nuevo León,San Nicolás de los Garza,66400,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71008,71008_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - FTE. CALLE  BENITO JUAREZ DER.,Contraflujo,B,Parabus,25.7528418,-100.2980456,Monterrey,Nuevo León,San Nicolás de los Garza,66420,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71009,71009_Flujo_San Nicolás de los Garza,AV. UNIVERSIDAD - FTE. CALLE  BENITO JUAREZIZQ.,Flujo,A,Parabus,25.7528418,-100.2980456,Monterrey,Nuevo León,San Nicolás de los Garza,66420,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71009,71009_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - FTE. CALLE  BENITO JUAREZIZQ.,Contraflujo,B,Parabus,25.7528418,-100.2980456,Monterrey,Nuevo León,San Nicolás de los Garza,66420,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71010,71010_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - FTE. AVE. CENTRAL,Contraflujo,B,Parabus,25.7405890,-100.3024391,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71011,71011_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE CRISTINA LARRALDE,Contraflujo,B,Parabus,25.7342798,-100.3047392,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71012,71012_Flujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE CRISTINA LARRALDE,Flujo,A,Parabus,25.7342798,-100.3047392,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71012,71012_Contraflujo_San Nicolás de los Garza,AV. UNIVERSIDAD - CALLE CRISTINA LARRALDE,Contraflujo,B,Parabus,25.7342798,-100.3047392,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71013,71013_Contraflujo_San Nicolás de los Garza,AV.MANUEL L. BARRAGAN - CALLE FRAY BARTOLOME DE LAS CASAS,Contraflujo,B,Parabus,25.7422064,-100.3122520,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71014,71014_Contraflujo_San Nicolás de los Garza,CALLE FRAY BATROLOME DE LAS CASAS - CALLE 15 DE AGOSTO,Contraflujo,B,Parabus,25.7449478,-100.3064800,Monterrey,Nuevo León,San Nicolás de los Garza,64450,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71016,71016_Flujo_San Nicolás de los Garza,AV. LOPEZ MATEOS - CALLE CONDUCTORES DER.,Flujo,A,Parabus,25.7286950,-100.2544471,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71016,71016_Contraflujo_San Nicolás de los Garza,AV. LOPEZ MATEOS - CALLE CONDUCTORES DER.,Contraflujo,B,Parabus,25.7286950,-100.2544471,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71017,71017_Flujo_San Nicolás de los Garza,AV. LOPEZ MATEOS - CALLE CONDUCTORES IZQ.,Flujo,A,Parabus,25.7286950,-100.2544471,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71017,71017_Contraflujo_San Nicolás de los Garza,AV. LOPEZ MATEOS - CALLE CONDUCTORES IZQ.,Contraflujo,B,Parabus,25.7286950,-100.2544471,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71018,71018_Contraflujo_San Nicolás de los Garza,AV. MGUEL ALEMAN - PASEO LA FE DER.,Contraflujo,B,Parabus,25.7179576,-100.2179166,Monterrey,Nuevo León,San Nicolás de los Garza,66846,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71019,71019_Flujo_San Nicolás de los Garza,AV. MGUEL ALEMAN - PASEO LA FE IZQ.,Flujo,A,Parabus,25.7179576,-100.2179166,Monterrey,Nuevo León,San Nicolás de los Garza,66846,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71019,71019_Contraflujo_San Nicolás de los Garza,AV. MGUEL ALEMAN - PASEO LA FE IZQ.,Contraflujo,B,Parabus,25.7179576,-100.2179166,Monterrey,Nuevo León,San Nicolás de los Garza,66846,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71020,71020_Contraflujo_San Nicolás de los Garza,AV. SENDERO DIVISORIO- MORENITA MÍA,Contraflujo,B,Parabus,25.7690325    ,-100.2787846,Monterrey,Nuevo León,San Nicolás de los Garza,66410,Tradicional,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71021,71021_Flujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- AV. NOGALAR,Flujo,A,Parabus,25.7101900,-100.2785197,Monterrey,Nuevo León,San Nicolás de los Garza,66480,Tradicional,P-O,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71021,71021_Contraflujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- AV. NOGALAR,Contraflujo,B,Parabus,25.7101900,-100.2785197,Monterrey,Nuevo León,San Nicolás de los Garza,66480,Tradicional,P-O,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71022,71022_Contraflujo_San Nicolás de los Garza,AV. ROMULO GARZA-LAS TORRES DER.,Contraflujo,B,Parabus,25.7240029,-100.2215381,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71023,71023_Flujo_San Nicolás de los Garza,AV. ROMULO GARZA-LAS TORRES IZQ.,Flujo,A,Parabus,25.7240029,-100.2215381,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71023,71023_Contraflujo_San Nicolás de los Garza,AV. ROMULO GARZA-LAS TORRES IZQ.,Contraflujo,B,Parabus,25.7240029,-100.2215381,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,P-O,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71024,71024_Contraflujo_San Nicolás de los Garza,AV. MIGUEL ALEMÁN-PLAZA PASEO LA FE DER.,Contraflujo,B,Parabus,25.7192669,-100.2172394,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71025,71025_Flujo_San Nicolás de los Garza,AV. MIGUEL ALEMÁN-PLAZA PASEO LA FE IZQ.,Flujo,A,Parabus,25.7190971,-100.2171631,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71025,71025_Contraflujo_San Nicolás de los Garza,AV. MIGUEL ALEMÁN-PLAZA PASEO LA FE IZQ.,Contraflujo,B,Parabus,25.7190971,-100.2171631,Monterrey,Nuevo León,San Nicolás de los Garza,66477,Tradicional,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71027,71027_Flujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- CAMINO DEL MEZQUITAL,Flujo,A,Parabus,25.7307824,-100.2518571,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,O-P,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71027,71027_Contraflujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- CAMINO DEL MEZQUITAL,Contraflujo,B,Parabus,25.7307824,-100.2518571,Monterrey,Nuevo León,San Nicolás de los Garza,66490,Tradicional,O-P,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71030,71030_Flujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- CALLE ISLAS DEL SUR,Flujo,A,Parabus,25.7122381,-100.2761042,Monterrey,Nuevo León,San Nicolás de los Garza,66480,Tradicional,S-N,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71030,71030_Contraflujo_San Nicolás de los Garza,AV. ADOLFO LÓPEZ MATEOS- CALLE ISLAS DEL SUR,Contraflujo,B,Parabus,25.7122381,-100.2761042,Monterrey,Nuevo León,San Nicolás de los Garza,66480,Tradicional,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71031,71031_Flujo_San Nicolás de los Garza,AV. CAMINO AL MEZQUITAL - DEL ENCINO,Flujo,A,Parabus,25.7334400,-100.2538820,Monterrey,Nuevo León,San Nicolás de los Garza,66425,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71031,71031_Contraflujo_San Nicolás de los Garza,AV. CAMINO AL MEZQUITAL - DEL ENCINO,Contraflujo,B,Parabus,25.7334400,-100.2538820,Monterrey,Nuevo León,San Nicolás de los Garza,66425,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71032,71032_Flujo_San Nicolás de los Garza,AV. CONDUCTORES - AV. CALZ. UNION,Flujo,A,Parabus,25.7135440,-100.2505370,Monterrey,Nuevo León,San Nicolás de los Garza,66496,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
71032,71032_Contraflujo_San Nicolás de los Garza,AV. CONDUCTORES - AV. CALZ. UNION,Contraflujo,B,Parabus,25.7135440,-100.2505370,Monterrey,Nuevo León,San Nicolás de los Garza,66496,Tradicional,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
